"Gene","FOSB"
"DKFZp547M236",0
"DKFZp547N043",0
"DKFZp547O146",0
"DKFZp547P082",0
"DKFZp547P193",0
"DKFZP564A022",0
"DKFZp564A063",0
"DKFZp564A1164",0
"DKFZp564A176",0
"DKFZp564B0482",0
"DKFZp564B052",0
"DKFZp564B1023",0
"DKFZP564B1162",0
"DKFZP564B147",0
"DKFZp564B1471",0
"DKFZp564B162",0
"DKFZp564C0464",0
"DKFZp564C047",0
"DKFZp564C1278",0
"DKFZp564C1362",0
"DKFZp564C152",0
"DKFZP564C152",0
"DKFZp564C1616",0
"DKFZp564C196",0
"DKFZp564C2478",0
"DKFZP564D0372",0
"DKFZp564D0478",0
"DKFZp564D066",0
"DKFZp564D0782",0
"DKFZp564D116",0
"DKFZp564D1378",0
"DKFZp564D152",0
"DKFZP564D166",0
"DKFZp564D172",0
"DKFZp564E0178",0
"DKFZp564E1878",0
"DKFZp564E1962",0
"DKFZp564E227",0
"DKFZp564F0522",0
"DKFZp564F1422",0
"DKFZp564F2116",0
"DKFZP564G092",0
"DKFZp564G0982",0
"DKFZp564G1272",0
"DKFZp564G1816",0
"DKFZp564G182",0
"DKFZp564G196",0
"DKFZp564G2022",0
"DKFZp564H1322",0
"DKFZp564I0422",0
"DKFZp564I052",0
"DKFZp564I0682",0
"DKFZp564I2064",0
"DKFZp564I2423",0
"DKFZp564J047",0
"DKFZp564J0863",0
"DKFZp564J102",0
"DKFZp564J1516",0
"DKFZP564J157",0
"DKFZp564J1864",0
"DKFZp564K0164",0
"DKFZp564K0322",0
"DKFZP564K0822",0
"DKFZp564K1216",0
"DKFZp564K142",0
"DKFZp564K1522",0
"DKFZp564K1672",0
"DKFZp564K192",0
"DKFZp564K2364",0
"DKFZP564K247",0
"DKFZp564L023",0
"DKFZp564L1878",0
"DKFZp564L1962",0
"DKFZp564L2362",0
"DKFZP564L2423",0
"DKFZp564M0163",0
"DKFZp564M1462",0
"DKFZp564M1916",0
"DKFZp564M2422",0
"DKFZp564N0582",0
"DKFZP564N1363",0
"DKFZp564N1623",0
"DKFZp564N1916",0
"DKFZP564O0463",0
"DKFZp564O0523",0
"DKFZp564O1278",0
"DKFZP564O1664",0
"DKFZp564P0562",0
"DKFZp564P1263",0
"DKFZp564P1916",0
"DKFZP564P1916",0
"DKFZp566A093",0
"DKFZp566A0946",0
"DKFZP566A1524",0
"DKFZp566B1524",0
"DKFZp566C0424",0
"DKFZp566D133",0
"DKFZp566D1346",0
"DKFZp566D143",0
"DKFZp566D244",0
"DKFZp566E0847",0
"DKFZp566E104",0
"DKFZP566E144",0
"DKFZp566E2324",0
"DKFZP566F0546",0
"DKFZp566F0947",0
"DKFZp566G013",0
"DKFZp566G0346",0
"DKFZp566H0824",0
"DKFZp566I1024",0
"DKFZP566I133",0
"DKFZP566J091",0
"DKFZp566J164",0
"DKFZp566K013",0
"DKFZp566K0524",0
"DKFZp566K113",0
"DKFZp566K144",0
"DKFZp566K1946",0
"DKFZp566L1246",0
"DKFZp566M1046",0
"DKFZp566M114",0
"DKFZp566N1047",0
"DKFZp566N2024",0
"DKFZP566O084",0
"DKFZp566O224",0
"DKFZp566P0524",0
"DKFZP586A011",0
"DKFZP586A0522",0
"DKFZp586A181",0
"DKFZp586B0319",0
"DKFZP586B0319",0
"DKFZP586B1621",0
"DKFZp586B1824",0
"DKFZp586B1920",0
"DKFZp586C051",0
"DKFZp586C1924",0
"DKFZp586D0222",0
"DKFZp586D1022",0
"DKFZp586E041",0
"DKFZp586E1222",0
"DKFZP586E1923",0
"DKFZp586F0424",0
"DKFZp586F1018",0
"DKFZp586F1019",0
"DKFZP586F1524",0
"DKFZp586F1918",0
"DKFZp586G1024",0
"DKFZp586G1123",0
"DKFZp586G1517",0
"DKFZp586G2120",0
"DKFZp586G2122",0
"DKFZp586H0623",0
"DKFZp586H1320",0
"DKFZp586H1322",0
"DKFZp586H1719",0
"DKFZP586H2123",0.1605
"DKFZp586I021",0
"DKFZp586I0418",0
"DKFZp586I111",0
"DKFZp586I1420",0.1585
"DKFZP586I1420",0
"DKFZp586J0624",0
"DKFZp586J1119",0
"DKFZp586J151",0
"DKFZP586J1624",0
"DKFZp586J1923",0
"DKFZP586K0717",0
"DKFZp586K0922",0
"DKFZp586K1520",0
"DKFZp586L0118",0
"DKFZP586M0622",0
"DKFZP586M1120",0
"DKFZp586M2023",0
"DKFZP586N0721",0
"DKFZP586N0819",0
"DKFZp586N1922",0
"DKFZp586O0222",0
"DKFZp586O1422",0
"DKFZp586P0123",0
"DKFZP586P0123",0.2772
"DKFZP586P0123",0.2147
"DKFZP586P0123",0.5776
"DKFZP586P1522",0
"DKFZp667C165",0
"DKFZp667H046",0
"DKFZp667H242",0
"DKFZp667K087",0
"DKFZp667O116",0
"DKFZP686A01247",0.1973
"DKFZP686A01247",-0.2262
"DKFZp686D0972",0.7015
"DKFZP686E2158",0.384
"DKFZP686E2158",0.2483
"DKFZp686L1814",0.8012
"DKFZp727G051",0
"DKFZp727K101",0
"DKFZP727M111",0
"DKFZp727M231",0
"DKFZp761A132",0
"DKFZp761A1623",0
"DKFZp761A19121",0
"DKFZp761B039",0
"DKFZp761B0514",0
"DKFZp761B15121",0
"DKFZp761C07121",0
"DKFZp761C10121",0
"DKFZp761C121",0
"DKFZp761C241",0
"DKFZp761D081",0
"DKFZp761D112",0
"DKFZp761D221",0
"DKFZp761E0611",0
"DKFZp761E10121",0
"DKFZp761E13121",0
"DKFZp761E1824",0
"DKFZp761E198",0.2545
"DKFZp761E198",0.0034
"DKFZp761E198",0.1661
"DKFZP761E2110",0
"DKFZp761F0123",0
"DKFZp761F0324",0
"DKFZp761F2014",0
"DKFZp761F241",0
"DKFZp761G122",0
"DKFZp761G18121",0
"DKFZp761G1913",0
"DKFZp761G2113",0
"DKFZp761G2423",0
"DKFZp761H039",0
"DKFZp761H087",0
"DKFZP761H1710",0
"DKFZp761H172",0
"DKFZp761H2024",0
"DKFZp761H221",0
"DKFZp761I1011",0
"DKFZp761I172",0
"DKFZp761I2123",0
"DKFZp761I2124",0
"DKFZp761I241",0
"DKFZp761J1523",0
"DKFZp761J17121",0
"DKFZp761J191",0
"DKFZp761J197",0
"DKFZp761K0722",0
"DKFZp761K1423",0
"DKFZp761K1824",0
"DKFZp761K2424",0
"DKFZp761L0424",0
"DKFZp761L0812",0
"DKFZp761L08121",0
"DKFZp761M02121",0
"DKFZp761M0423",0
"DKFZp761N0624",0
"DKFZp761N09121",0
"DKFZp761N1024",0
"DKFZp761N1814",0
"DKFZp761O0113",0
"DKFZp761O132",0
"DKFZp761O15121",0
"DKFZp761O17121",0
"DKFZp761P0212",0
"DKFZp761P0710",0
"DKFZp761P1010",0
"DKFZp761P19121",0
"DKFZp762B0211",0
"DKFZp762B2310",0
"DKFZp762B245",0
"DKFZp762D1011",0
"DKFZp762E1112",0
"DKFZp762E1312",-0.8787
"DKFZp762G106",0
"DKFZp762H186",0
"DKFZp762K222",0
"DKFZp762L106",0
"DKFZp762M2311",0
"DKFZp762N2316",0
"DKFZp762P2111",-0.1834
"DKFZp779O175",0.6549
"DKFZp779O175",0.4578
"DKK1",1.2671
"DKK2",0
"DKK3",0
"DKK4",0
"DKKL1",0
"DL492380",0
"DLAT",0
"DLC1",0.2557
"DLC1",0.1948
"DLD",0
"DLEC1",0
"DLEU1",1.8123
"DLEU2",0
"DLEU7",0
"DLG1",1.9213
"DLG1",0.0536
"DLG2",0
"DLG3",0
"DLG4",0
"DLG5",1.1006
"DLG5",-0.0412
"DLGAP1",0
"DLGAP2",0
"DLGAP3",0
"DLGAP4",0
"DLGAP5",0
"dlk",0
"DLK1",0.1213
"DLK2",0
"DLL1",0.2652
"DLL3",0
"DLL4",0
"DLM1",0
"DLST",-0.0037
"DLST",0.1104
"DLSTP",0
"DLX1",0.4016
"DLX1",-0.3417
"DLX2",-0.1973
"DLX2",-0.2943
"DLX2",-0.155
"DLX3",0.5445
"DLX3",0.0389
"DLX4",0.9799
"DLX5",0.732
"DLX6",1.0387
"DMAP1",-0.0782
"DMBT1",0
"DMBX1",0.1322
"DMC1",1.3944
"DMC1",0.5201
"DMD",0.8163
"DMGDH",0
"DMKN",-0.2217
"DMP1",0
"DMPK",0
"DMRT1",0.3422
"DMRT2",0.3693
"DMRT3",1.1629
"DMRT3",1.4381
"DMRTA1",0.2524
"DMRTA2",0
"DMRTB1",0.5806
"DMRTB1",0.4459
"DMRTC1",-0.0063
"DMRTC1B",0
"DMRTC2",0.3522
"DMTF1",0.0502
"DMTN",0
"DMWD",-0.0342
"DMXL1",0
"DMXL2",0.1018
"D0.02",0
"D0.0AF1",0
"D0.0AF2",0
"D0.0AF3",0
"D0.0AF5",0
"D0.0H1",0
"D0.0H10",0
"D0.0H11",0
"D0.0H12",0
"D0.0H17",0.6677
"D0.0H2",0
"D0.0H3",0
"D0.0H5",0
"D0.0H6",0
"D0.0H7",0
"D0.0H8",0
"D0.0H9",0
"D0.0I1",0
"D0.0I2",0
"D0.0JA1",0.0888
"D0.0JA1",0.0842
"D0.0JA2",0
"D0.0JA3",-0.0812
"D0.0JA4",0
"D0.0JB1",0
"D0.0JB11",-0.1377
"D0.0JB12",0
"D0.0JB13",0
"D0.0JB14",0
"D0.0JB2",-0.1107
"D0.0JB2",-0.0466
"D0.0JB3",0
"D0.0JB4",0
"D0.0JB5",-4.8536
"D0.0JB6",0.1755
"D0.0JB6",-0.4655
"D0.0JB6",0.1404
"D0.0JB7",0
"D0.0JB8",0
"D0.0JB9",0.9516
"D0.0JC1",0
"D0.0JC10",0
"D0.0JC11",0.0633
"D0.0JC11",0.7112
"D0.0JC12",0
"D0.0JC13",-0.5521
"D0.0JC14",0
"D0.0JC15",0
"D0.0JC16",0.3297
"D0.0JC16",-0.0799
"D0.0JC17",0
"D0.0JC18",0
"D0.0JC19",0
"D0.0JC2",0
"D0.0JC21",0
"D0.0JC22",0
"D0.0JC24",0
"D0.0JC25",0
"D0.0JC27",0
"D0.0JC28",0
"D0.0JC3",0.0544
"D0.0JC30",0
"D0.0JC4",0
"D0.0JC5",0
"D0.0JC5B",0
"D0.0JC5G",0
"D0.0JC6",0.5478
"D0.0JC6",0.7462
"D0.0JC7",0
"D0.0JC8",-0.0838
"D0.0JC8",0.0665
"D0.0JC9",-0.0678
"D0.0L1",0
"D0.0L4",1.1618
"D0.0LI1",0
"D0.0PTP6",0.0413
"D0.0se I",0
"D0.0SE1",0
"D0.0SE1L1",0
"D0.0SE1L2",0
"D0.0SE1L3",0
"D0.0SE2",0
"D0.0SE2B",0
"DND1",0
"DNER",-0.2487
"DNHD1",0
"DNJ3CPR3",0
"DNLZ",0
"DNM1",0
"DNM1L",0
"DNM2",0
"DNM3",0.257
"DNMBP",0.0324
"DNMT1",-3.935
"DNMT3A",0.0378
"DNMT3B",0.2678
"DNMT3L",0
"DNPEP",0
"DNPH1",0
"DNPI",0
"DNTT",0
"DNTTIP1",0
"DNTTIP2",-0.1483
"DOC2A",0
"DOC2B",0
"DOCK1",-0.8048
"DOCK10",0.4696
"DOCK11",0.1022
"DOCK11",0.3195
"DOCK2",0
"DOCK3",0
"DOCK4",0.0872
"DOCK4",0.0361
"DOCK5",0
"DOCK6",0.022
"DOCK8",0
"DOCK9",-0.915
"DOHH",0
"DOK1",0
"DOK2",1.1462
"DOK3",0
"DOK4",0.4399
"DOK4",0.2356
"DOK5",0.1097
"DOK6",0
"DOK7",0
"DOKDEL",0
"DOLK",0
"DOLPP1",0
"DOM3Z",-0.2929
"DONSON",-0.1749
"DONSON",-0.4412
"DOPEY1",0
"DOPEY2",0
"Dorfin",0
"DORFIN",0
"DOT1L",0
"DP103",0
"DPAGT1",0
"DPCD",0
"DPCR1",0
"DPEP1",0
"DPEP2",0
"DPF1",0.8224
"DPF2",-0.0706
"DPF3",0.4912
"DPH1",0
"DPH2",0
"DPH3",0
"DPH3P1",0
"DPH5",0
"DPH6",0
"DPH7",0
"DPM1",0
"DPM2",0
"DPM3",0
"DPP10",0
"DPP3",0
"DPP4",0.1943
"DPP6",0
"DPP7",0
"DPP8",0
"DPP9",0
"DPPA2",0
"DPPA3",0
"DPPA3P1",0
"DPPA4",0
"DPPA5",0
"DPRX",0
"DPT",0
"DPY19L1",0
"DPY19L2",0
"DPY19L2P1",0
"DPY19L2P2",0
"DPY19L2P4",0
"DPY19L3",0
"DPY19L4",0
"DPY30",0
"DPYD",0.1166
"DPYD",-0.0728
"DPYS",0
"DPYSL2",0
"DPYSL3",0
"DPYSL4",0
"DPYSL5",0
"DQ680071",0
"DQX1",0
"DR1",-0.0742
"DR1",0.1341
"DR3",0
"DR422536",0
"DR760832",0
"DRAM1",0
"DRAM2",0
"DRAP1",0.0971
"DRAXIN",0
"DRC1",0
"DRC3",0
"DRC7",0
"DRCTNNB1A",0
"DRD1",0
"DRD2",0
"DRD3",0.9898
"DRD4",-0.3167
"DRD4",-0.1952
"DRD5",0.6324
"DRD5",0.5808
"DREV1",0
"DRG1",0
"DRG2",0
"DRGX",0
"DRICH1",0
"DRIL2",0
"DRIP80",0
"DRIP92",0
"DRM",0
"DROSHA",0
"DRP2",0
"DRPLA",0
"DRT",0
"DRY12",0
"DSC1",0.191
"DSC2",-0.0441
"DSC3",0.3955
"DSCAM",0
"DSCAML1",0.9215
"DSCC1",0
"DSCR1",-0.6339
"DSCR1L2",-0.0737
"DSCR1L2",-0.369
"DSCR3",0
"DSCR4",0
"DSCR5b",0
"DSCR6",0
"DSE",0
"DSG1",0.5022
"DSG2",0
"DSG3",0
"DSG4",0.1253
"DSIPI",0
"DSN1",0
"DSP",0
"DSPG3",0
"DSPP",0
"DST",0
"DSTN",0
"DSTYK",0
"DTD1",0
"DTD2",0
"DTHD1",0
"DTL",0.1132
"DTN-B2",0
"DT0.0",0.4622
"DT0.0",0.3788
"DTNB",0.061
"DTNB",0.7613
"DTNBP1",0
"DTWD1",0
"DTWD2",0
"DTX1",0
"DTX2",0
"DTX3",0.3624
"DTX3L",0
"DTX4",0.2306
"DTYMK",0
"DUOX1",0
"DUOX2",0
"DUOXA1",0
"DUOXA2",0
"DUPD1",0
"DUS1L",0
"DUS2",0
"DUS2L",-0.5653
"DUS3L",0
"DUS4L",0
"DUSP1",0.0358
"DUSP10",0.2551
"DUSP10",0.2816
"DUSP12",0
"DUSP13",0.4956
"DUSP14",0
"DUSP15",0
"DUSP16",0
"DUSP18",0
"DUSP19",0
"DUSP2",0.1255
"DUSP2",0.0842
"DUSP21",0
"DUSP22",0
"DUSP23",0
"DUSP26",0
"DUSP27",0
"DUSP28",0
"DUSP3",0
"DUSP4",0.5838
"DUSP5",0.2955
"DUSP6",0.2105
"DUSP7",0
"DUSP8",0
"DUSP9",0
"DUT",0
"DUX1",0
"DUX2",0
"DUX3",0.2683
"DUX4",0
"DUX4L2",0
"DUX4L24",0
"DUX4L3",0
"DUX4L4",0
"DUX4L5",0
"DUX4L6",0
"DUX4L7",0
"DUXA",0
"DVL1",-0.1003
"DVL1",0.3095
"DVL2",0
"DVL3",0.063
"DVL3",-0.2349
"DVS27",0
"DXO",0
"DXS6984E",0
"DXS9879E",0
"DYDC1",0
"DYDC2",0
"DYM",-0.4165
"DYM",0.2145
"DY0.0P",0
"DYNC1H1",0
"DYNC1I1",0.7552
"DYNC1I1",0.5224
"DYNC1I2",0
"DYNC1LI1",0
"DYNC1LI2",0
"DYNC2H1",-0.5526
"DYNC2H1",-0.0958
"DYNC2LI1",0
"DYNLL1",0.1336
"DYNLL1",0.1066
"DYNLL1-AS1",0
"DYNLL2",0
"DYNLRB1",0
"DYNLRB2",0
"DYNLT1",0
"DYNLT3",0
"DYRK1A",0
"DYRK1B",0.6065
"DYRK2",0
"DYRK3",0.0736
"DYRK3",0.2306
"DYRK4",0.3423
"DYSF",0.0643
"DYSF",0.0437
"dystrophin",0
"DYTN",0
"DYX1C1",0
"DZANK1",0
"DZIP1",0
"DZIP1L",0
"DZIP3",0
"E2F1",0.7174
"E2F2",0.2266
"E2F2",0.5115
"E2F3",1.2919
"E2F4",-1.1176
"E2F4",-0.0133
"E2F5",-0.1806
"E2F6",0.0502
"E2F7",0.0078
"E2F8",-0.0805
"E2IG3",0
"E2IG4",0
"E2IG5",0
"E2k",0
"E4F1",0.2357
"EAA3",0
"Eab1",0
"EAF1",-0.1267
"EAF1",0.2618
"EAF1",0.1624
"EAF1-AS1",0
"EAF2",-0.8437
"EAP30",0
"EAPP",0
"EARS2",0
"EB386378",0
"EBAG9",0
"EBF",0
"EBF1",1.0433
"EBF2",0.9068
"EBF3",0.5714
"EBF3",1.1036
"EBF4",0
"EBI3",0.3758
"EBI3",-0.2118
"EBLN2",0
"EB0.01BP2",0
"EBP",0
"EBP1",0
"EBPL",0
"EC45",0
"ECAC1",0
"ECD",0.1533
"ECE1",0
"ECE2",0
"ECEL1",0
"ECH1",0
"ECHDC1",0
"ECHDC2",0
"ECHDC3",0
"ECHS1",0
"ECI1",0
"ECI2",0
"ECM1",0
"ECM2",0
"ECOP",-0.9986
"ECRG4",0
"ECSCR",0
"ECSIT",-2.1486
"ECT2",-0.2329
"ECT2",0.2582
"ECT2",0.0817
"ECT2L",0
"ED1",0
"EDA",0.6922
"EDA",-0.1818
"EDA2R",0.6489
"EDAG",0
"EDAR",0
"EDARADD",0
"EDC3",0
"EDC4",0
"EDD",0
"EDDM3A",0
"EDDM3B",0
"EDEM1",1.3199
"EDEM1",-0.0268
"EDEM2",0
"EDEM3",0
"EDF1",-0.0062
"EDG1",-0.4699
"EDG3",0
"EDG4",-0.0789
"EDG5",0
"EDG6",0
"EDG7",1.0023
"EDG7",0.4255
"EDG7",1.3114
"EDG8",0.2318
"EDG8",2.2539
"EDIL3",0
"EDN1",0.0051
"EDN2",0.3056
"EDN3",0
"EDNRA",0.1966
"EDNRA",0.2005
"EDNRB",0
"EDR1",0
"EDRF1",0
"EEA1",0.9314
"EEA1",0.3589
"EED",0.0079
"EEF1A1",0
"EEF1A1L14",0
"EEF1A2",0
"EEF1AKMT1",0
"EEF1B2",0
"EEF1D",-0.1221
"EEF1D",-0.0814
"EEF1E1",0.1379
"EEF1G",0
"EEF2",-0.0313
"EEF2K",0
"EEF2KMT",0
"EEFSEC",0
"EEN-B2-L4",0
"EEPD1",0
"EFCAB1",0
"EFCAB10",0
"EFCAB11",0
"EFCAB12",0
"EFCAB13",0
"EFCAB14",0
"EFCAB2",0
"EFCAB3",0
"EFCAB6",0
"EFCAB7",0
"EFCAB9",0
"EFCC1",0
"EFEMP1",-0.193
"EFEMP2",0
"EFHA1",0.4018
"EFHB",0
"EFHC1",0.2941
"EFHC2",0
"EFHD1",0
"EFHD2",0.1263
"EFHD2",-0.4238
"EFL1",0
"EF0.01",-0.1098
"EF0.01",0.1242
"EF0.02",0.5814
"EF0.03",0.3136
"EF0.04",0
"EF0.05",1.3559
"EF0.05",-0.116
"EFNB1",-0.2428
"EFNB2",0.0513
"EFNB2",0.7379
"EFNB3",0
"EFR3A",0
"EFR3B",0
"EFS",-1.0683
"EFTUD2",0
"EGF",0.0777
"EGFL6",0
"EGFL7",0.2486
"EGFL8",0
"EGFLAM",0
"EGFR",0
"EGLN1",0.3696
"EGLN1",-2.0428
"EGLN2",0
"EGLN3",1.2664
"EGR1",0.8434
"EGR2",0.5531
"EGR3",0.5638
"EGR4",0.6393
"EHBP1",0
"EHBP1L1",0
"EHD1",-0.1165
"EHD2",0
"EHD3",-0.166
"EHD4",1.6455
"EHF",0.0119
"EHHADH",0
"EHM2",0
"EHMT1",-0.2745
"EHMT1",-1.2735
"EHMT1-IT1",0
"EHMT2",-0.2802
"EHMT2",0.1306
"EHMT2",0.3366
"EI24",0.1302
"EID1",0.2432
"EID2",0.4318
"EID2B",0.0659
"EID3",0.01
"EIF1",-0.1374
"EIF1",-0.1433
"EIF1AD",0
"EIF1AX",0
"EIF1AY",0
"EIF1B",0
"EIF2A",0
"EIF2AK1",0
"EIF2AK2",0.7262
"EIF2AK2",0.1031
"EIF2AK3",0.327
"EIF2AK4",0
"EIF2B1",0
"EIF2B2",0
"EIF2B3",0
"EIF2B4",0
"EIF2B5",0.0974
"EIF2C1",0.0991
"EIF2C1",1.5762
"EIF2C2",0.2911
"EIF2C3",0.0825
"EIF2C4",0.0675
"EIF2C4",0.058
"EIF2D",0
"EIF2S1",0
"EIF2S2",0
"EIF2S3",0
"eIF3",0
"EIF3A",0
"EIF3B",0
"EIF3C",0
"EIF3CL",0
"EIF3D",0
"EIF3E",0
"EIF3F",0
"EIF3G",0
"EIF3H",0
"EIF3I",0
"EIF3J",0
"EIF3K",0
"EIF3L",0
"EIF3M",0
"EIF3S1",0.0279
"EIF3S10",0.2044
"EIF3S12",0.0039
"EIF3S12",-0.1584
"EIF3S8",0.1006
"EIF3S8",-0.0055
"EIF4A1",0
"EIF4A2",0
"EIF4A3",0
"EIF4B",0
"EIF4E",0.1624
"EIF4E",0.06
"EIF4E1B",0
"EIF4E2",-0.004
"EIF4E3",0
"EIF4EBP1",-0.3063
"EIF4EBP2",-0.8206
"EIF4EBP2",-0.5959
"EIF4EBP3",0
"EIF4ENIF1",0
"EIF4G1",0
"EIF4G2",0.085
"EIF4G3",0.7876
"EIF4G3",-0.0334
"EIF4H",0
"EIF5",0
"EIF5A",0
"EIF5A2",-0.1106
"EIF5AL1",0
"EIF5B",0.8216
"eIF6",0
"EIF6",0
"EKI1",0
"EL953211",0
"ELA1",0.1717
"ELA2",0
"ELAC1",0.2682
"ELAC2",0
"ELANE",0
"ELAVL1",0.4386
"ELAVL1",-0.1443
"ELAVL2",0.5782
"ELAVL2",0.2993
"ELAVL3",0
"ELAVL4",0
"ELF1",-0.4374
"ELF2",0.5993
"ELF3",-1.6908
"ELF4",-0.7055
"ELF4",0.4637
"ELF5",0.9198
"ELF5",-0.0847
"ELF5",0.0225
"ELFN1",0
"ELFN2",0
"ELK1",0.2149
"ELK3",0.0667
"ELK4",-0.205
"ELL",-1.5352
"ELL",0.3824
"ELL2",0.163
"ELL2",-0.0303
"ELL3",-0.5974
"ELL3",1.4922
"ELMO1",0
"ELMO2",0
"ELMO3",-0.1985
"ELMOD1",0
"ELMOD2",0
"ELMOD3",0
"ELMSAN1",0
"ELN",0
"ELOF1",-3.3774
"ELOVL1",0
"ELOVL2",0
"ELOVL3",0
"ELOVL4",0.1625
"ELOVL5",0
"ELOVL6",-0.6114
"ELOVL7",0
"ELP2",0
"ELP3",0.2226
"ELP3",-1.1262
"ELP4",0.1492
"ELP5",0
"ELP6",0
"ELSPBP1",0
"EMB",0
"EMC1",0
"EMC10",0
"EMC2",0
"EMC3",0
"EMC4",0
"EMC6",0
"EMC7",0
"EMC8",0
"EMC9",0
"EMCN",0
"EMD",0
"EME1",0
"EME2",0
"EMG1",0
"EMID1",0
"EMILIN1",0.645
"EMILIN2",0.2332
"EMILIN3",-0.1059
"EML1",0.346
"EML2",0.8475
"EML3",0
"EML4",0
"EML6",0
"EMP1",0.0088
"EMP2",-0.4635
"EMP3",0
"EMR1",0
"EMR2",0
"EMSY",0
"EMX1",2.9629
"EMX2",0.4172
"EN1",2.0388
"EN2",-0.4346
"E0.0H",0.2367
"E0.0H",0.2433
"E0.0M",0
"ENC1",-0.1267
"ENC1",1.7633
"ENDOD1",0
"ENDOG",0
"ENDOGL2",0
"endothelin-A receptor delta 3-4",0
"ENDOU",0
"ENDOV",0
"ENG",-0.0379
"ENGASE",0
"ENHO",0
"ENKD1",0
"ENKUR",0
"ENO1",0.0106
"ENO1",-0.012
"ENO1B",0
"ENO1L1",0
"ENO2",0
"ENO3",0
"ENOPH1",0
"ENOSF1",0
"ENOX1",0
"ENOX2",0
"ENPEP",0
"ENPP1",0.583
"ENPP1",0.5675
"ENPP2",0
"ENPP3",0
"ENPP4",0
"ENPP5",0
"ENPP6",0
"ENPP7",0
"ENSA",0
"ENST00000219090",0
"ENST00000253461",0
"ENST00000258451",0
"ENST00000258869",0
"ENST00000269290",0
"ENST00000270031",0
"ENST00000273009",0
"ENST00000287912",0
"ENST00000293743",0
"ENST00000296446",0
"ENST00000303521",0
"ENST00000309178",0
"ENST00000311275",0
"ENST00000312876",0
"ENST00000313664",0
"ENST00000318245",0
"ENST00000319327",0
"ENST00000319763",0
"ENST00000319778",0
"ENST00000322446",0
"ENST00000324808",0
"ENST00000324928",0
"ENST00000327574",0
"ENST00000330381",0
"ENST00000331733",0
"ENST00000331736",0
"ENST00000335883",0
"ENST00000339363",0
"ENST00000339388",0
"ENST00000340249",0
"ENST00000340621",0
"ENST00000341045",0
"ENST00000342409",0
"ENST00000343253",0
"ENST00000344759",0
"ENST00000344859",0
"ENST00000355232",0
"ENST00000357132",0
"ENST00000357303",0
"ENST00000357778",0
"ENST00000360201",0
"ENST00000368172",0
"ENST00000368503",0
"ENST00000369334",0
"ENST00000369399",0
"ENST00000370094",0
"ENST00000370217",0
"ENST00000370659",0
"ENST00000370857",0
"ENST00000370911",0
"ENST00000371264",0
"ENST00000371327",0
"ENST00000372165",0
"ENST00000373287",0
"ENST00000374747",0
"ENST00000374976",0
"ENST00000375678",0
"ENST00000376598",0
"ENST00000377836",0
"ENST00000382123",0
"ENST00000382881",0
"ENST00000383497",0
"ENST00000383748",0
"ENST00000390369",0
"ENST00000390629",0
"ENST00000391338",0
"ENST00000391366",0
"ENST00000391418",0
"ENST00000392994",0
"ENST00000393610",0
"ENST00000394494",0
"ENST00000395137",0
"ENST00000395260",0
"ENST00000395270",0
"ENST00000398769",0
"ENST00000399573",0
"ENST00000399686",0
"ENST00000401432",0
"ENST00000401649",0
"ENST00000401851",0
"ENST00000403017",0
"ENST00000405592",0
"ENST00000406610",0
"ENST00000407600",0
"ENST00000409736",0
"ENST00000412051",0
"ENST00000412431",0
"ENST00000412449",0
"ENST00000412600",0
"ENST00000412698",0
"ENST00000413178",0
"ENST00000413847",0
"ENST00000414055",0
"ENST00000414725",0
"ENST00000414736",0
"ENST00000415891",0
"ENST00000416025",0
"ENST00000416446",0
"ENST00000416501",0
"ENST00000417060",0
"ENST00000417915",0
"ENST00000422725",0
"ENST00000424686",0
"ENST00000424947",0
"ENST00000424972",0
"ENST00000425276",0
"ENST00000427175",0
"ENST00000432203",0
"ENST00000433332",0
"ENST00000435941",0
"ENST00000436453",0
"ENST00000437974",0
"ENST00000440584",0
"ENST00000440601",0
"ENST00000440703",0
"ENST00000440834",0
"ENST00000440988",0
"ENST00000442121",0
"ENST00000442764",0
"ENST00000443124",0
"ENST00000443689",0
"ENST00000444227",0
"ENST00000445400",0
"ENST00000445903",0
"ENST00000446664",0
"ENST00000448309",0
"ENST00000448477",0
"ENST00000449089",0
"ENST00000450802",0
"ENST00000450900",0
"ENST00000451472",0
"ENST00000453171",0
"ENST00000458238",0
"ENST00000458619",0
"ENST00000463407",0
"ENST00000464873",0
"ENST00000469044",0
"ENST00000478922",0
"ENST00000479241",0
"ENST00000479870",0
"ENST00000480218",0
"ENST00000481490",0
"ENST00000482713",0
"ENST00000488380",0
"ENST00000490693",0
"ENTHD1",0
"ENTPD1",1.2108
"ENTPD2",0
"ENTPD3",0.0437
"ENTPD3",0.0809
"ENTPD4",0
"ENTPD5",0.4839
"ENTPD5",0.8105
"ENTPD6",0
"ENTPD7",-0.0882
"ENTPD7",0.0482
"ENTPD8",0.5869
"ENY2",0.0276
"ENY2",-0.0419
"EOGT",0
"EOMES",0.7379
"EOS",0
"EP300",0.1138
"EP400",-0.289
"EPAS1",-0.0834
"EPAS1",0.4092
"EPB4.1",0
"EPB41",0.5311
"EPB41",0.3971
"EPB41L1",0.2261
"EPB41L1",-0.3246
"EPB41L2",-0.0236
"EPB41L3",0.3747
"EPB41L4",0
"EPB41L4A",0
"EPB41L4B",0.4199
"EPB41L4B",0.1545
